player_name,team,conference,GamesPlayed,Min_per,Ortg,usage_rate,eFG,TS_per,ORB_per,DRB_per,AST_per,TO_per,FTM,FTA,FT_per,twoPM,twoPA,twoP_per,TPM,TPA,TP_per,blk_per,stl_per,ftr,yr,ogbpm,dgbpm,oreb,dreb,treb,ast,stl,blk,pts,Position
Justin Mazzulla,Vermont,AE,15,67.7,111.6,16.3,56.6,61.07,5.3,11.4,10.6,19.6,30,39,0.769,35,62,0.565,8,21,0.381,2.1,1.9,47,Sr,0.534226,0.556885,1.1333,2.6667,3.8,1.5333,0.8667,0.4667,8.2667,Wing G
Greg Calixte,Bryant,NEC,18,17.2,77.2,17.1,60,52.93,8.6,18.3,5,36.3,3,13,0.231,15,25,0.6,0,0,0,2.3,0.8,52,Sr,-6.79947,-0.445039,0.6316,1.3158,1.9474,0.2105,0.1053,0.1579,1.7368,C
Tshiefu Ngalakulondi,Fairfield,MAAC,22,23.6,83.6,21,41.2,39.86,13.9,24.6,17,23.8,2,10,0.2,19,52,0.365,6,16,0.375,2.1,1.7,14.7,Sr,-2.18506,-0.70441,1.4091,2.4545,3.8636,0.8636,0.3182,0.2273,2.6364,PF/C
Elyjah Williams,Northwestern,B10,21,72,105.9,22.4,60.5,61.16,6,20,18.8,25,33,52,0.635,98,164,0.598,21,50,0.42,5,2.1,24.3,Sr,1.37369,-0.44317,1.7619,5.8095,7.5714,3.0952,1.2381,1.5238,13.9048,PF/C
Sean Price,Charleston Southern,BSth,19,66.3,103.6,19.2,59.3,60.91,5.2,15.2,15.5,24.4,32,48,0.667,69,112,0.616,7,22,0.318,1.8,2.2,35.8,Sr,-0.522394,-0.137169,1.35,3.8,5.15,1.85,1.25,0.45,10.05,Wing G
Jimmy Boeheim,Syracuse,ACC,21,63.3,100,30.7,48.2,51.5,4.7,17.7,15.7,12.4,63,88,0.716,97,193,0.503,31,105,0.295,1.3,1.4,29.5,Sr,,,,,,,,,,
Tai Bibbs,Howard,MEAC,29,66.3,87.6,14.9,40.9,44.78,1.5,13.2,5.3,11.9,40,62,0.645,39,88,0.443,22,88,0.25,0.7,2,35.2,Sr,,,,,,,,,,
Gabe Stefanini,San Francisco,WCC,26,79.9,95.4,26.6,47.5,51.04,2.3,17.5,25.3,21,59,75,0.787,100,231,0.433,34,87,0.391,0.1,2.6,23.6,Jr,,,,,,,,,,
Matt DeWolf,Washington St.,P12,23,24.9,90.2,18.7,49.1,51.07,9.6,16,17.5,30.7,10,16,0.625,27,55,0.491,1,3,0.333,1.7,2.4,27.6,Sr,,,,,,,,,,
Desmond Cambridge Jr.,Nevada,MWC,25,78.6,103.6,26.3,51,54.74,1.4,14.5,17.2,14,62,69,0.899,76,157,0.484,68,192,0.354,2.3,1.9,19.8,Sr,4.31154,0.319823,0.3846,4.0769,4.4615,2.4231,1,0.5385,16.3462,Wing G
Lenell Henry,Alcorn St.,SWAC,20,55.7,97,18.9,48.8,51.54,11.1,18.6,8.2,22.4,23,33,0.697,61,117,0.521,0,8,0,5.7,1.2,26.4,Sr,-4.30518,-0.25329,2.35,3.8,6.15,1.05,0.5,1.15,7.25,C
John Harrar,Penn St.,B10,25,61.3,119.3,19.3,54.9,59.72,16,25,10.1,16.5,73,106,0.689,73,132,0.553,0,1,0,1.5,1.4,79.7,Sr,3.68118,0.562514,3.76,4.96,8.72,1.28,0.6,0.32,8.76,C
Jamari Wheeler,Ohio St.,B10,25,77.3,102.6,14.1,50,51.63,2.7,13.8,19.6,23.2,22,35,0.629,29,64,0.453,30,84,0.357,0,3.2,23.6,Sr,0.200837,2.90177,0.8,3.44,4.24,3.4,1.76,0,6.8,Combo G
Garrison Brooks,Mississippi St.,SEC,28,67.6,103.7,18.8,47.7,50.23,8.6,17.9,9.1,16.9,56,92,0.609,108,231,0.468,4,8,0.5,3.2,1.4,38.5,Sr,0.966264,2.21852,2.3214,4.6071,6.9286,1.3929,0.7143,0.8214,10.1429,PF/C
Walker Miller,Monmouth,MAAC,7,1.6,96.8,12.3,33.3,50.63,5.8,12.1,0,24.9,2,2,1,1,3,0.333,0,0,0,6,0,66.7,Sr,-5.00462,2.31613,0.1429,0.2857,0.4286,0,0,0.1429,0.5714,C
Brandon Huffman,Jacksonville St.,OVC,24,44.9,113.6,25,59.4,59.62,12.5,26.6,3.1,12.9,42,73,0.575,104,175,0.594,0,0,0,7.8,0.5,41.7,Sr,3.60742,0.216345,1.9231,4.5769,6.5,0.2692,0.1538,1.2692,10.3846,C
P.J. Horne,Georgia,SEC,25,71,125,11.2,57.3,59.26,6.1,7.4,2.8,8.6,21,26,0.808,28,45,0.622,44,119,0.37,0.9,1.2,15.9,Sr,2.88119,0.08187,1.5385,1.8462,3.3846,0.4615,0.6538,0.2308,8.5385,Wing F
